latitude,longitude,sid,title,chart_title,type
40.7651,-124.2375,c_151,"Humboldt Bay entrance channel (depth 15 ft), California Current",,current
40.7570,-124.2234,c_152,"Humboldt Bay entrance channel LB 9 (depth 11 ft), California Current",,current
40.7667,-124.2167,t_173,"Humboldt Bay, North Spit, California (2) (expired 1993-12-31)",,tide
40.7669,-124.253,c_153,"Humboldy Bay Bar Channel, 0.4 nmi WNW of (depth 4 ft), Humboldt Bay, California Current",,current
46.2583,-123.848,t_174,"Hungry Harbor, Washington",,tide
46.2583,-123.8483,t_175,"Hungry Harbor., Columbia River, Washington",,tide
37.6960,-122.3381,c_154,"Hunters Point, 1.6 nmi SE of (depth 5 ft), San Francisco Bay, California Current",,current
37.7300,-122.357,t_176,"Hunters Point, San Francisco Bay, California",,tide
48.3833,-122.9167,c_155,"Iceberg Point, 2.1 mi SSW of, Rosario Strait, Washington Current",,current
46.3033,-124.04,t_177,"Ilwaco, Baker Bay, Washington",,tide
32.5783,-117.135,t_178,"Imperial Beach, California",,tide
38.1133,-122.868,t_179,"Inverness, Tomales Bay, California",,tide
38.0333,-121.583,t_180,"Irish Landing, Sand Mound Slough, San Joaquin River, California",,tide
47.9067,-124.647,t_181,"James Island, Washington",,tide
48.1872,-124.0625,t_182,"Jim Creek, Washington",,tide
48.6833,-123.15,c_156,"Johns Island, 0.8 mi north of, Washington Current",,current
38.1800,-122.045,t_183,"Joice Island, Suisun Slough, Suisun Bay, California",,tide
48.2317,-123.53,c_157,"Juan De Fuca Strait (East), British Columbia Current",,current
48.1000,-122.9667,c_158,"Kamen Point, 1.3 miles southwest of, Washington Current",,current
48.4850,-123.083,t_184,"Kanaka Bay, San Juan Island, Haro Strait, Washington",,tide
48.4833,-123.0833,t_185,"Kanaka Bay, San Juan Island, Washington",,tide
48.1076,-122.9737,c_159,"Kanem Point, 1.5 mi SW of Protection Island (depth 22 ft), Washington Current",,current
48.5892,-123.225,c_160,"Kellett Bluff, west of, Washington Current",,current
44.8967,-124,t_186,"Kernville, Siletz River, Oregon",,tide
33.8467,-118.398,t_187,"King Harbor, Santa Monica Bay, California",,tide
48.4833,-122.9558,c_161,"Kings Point, Lopez Island, 1 mi NNW of (depth 15 ft), Washington Current",,current
48.4833,-122.95,c_162,"Kings Point, Lopez Island, 1 nnw of, Washington Current",,current
36.8333,-121.75,t_188,"Kirby Park, Elkhorn Slough, Monterey Bay, California",,tide
36.8413,-121.7453,t_189,"Kirby Park, Elkhorn Slough, Monterey Bay, Port San Luis, California",,tide
38.0976,-121.5684,t_190,"Korths Harbor, San Joaquin River, California",,tide
48.3917,-122.497,t_191,"La Conner, Swinomish Channel, Washington",,tide
48.3917,-122.4967,t_192,"La Conner, Washington",,tide
32.8669,-117.2571,t_193,"La Jolla (Scripps Institution Wharf), California",,tide
32.8667,-117.2567,t_194,"La Jolla, Scripps Pier, California",,tide
47.9133,-124.6369,t_195,"La Push, Quillayute River, Washington",,tide
38.1983,-122.547,t_196,"Lakeville, Petaluma River, California",,tide
38.2000,-122.5667,t_197,"Lakeville, Petaluma River, San Pablo Bay, California",,tide
48.6783,-122.7145,c_163,"Lawrence Point, Orcas I., 1.3 mi. NE of, Washington Current",,current
48.6500,-122.7167,c_164,"Lawrence Point, Orcas Island, 1.3 mile East of, Washington Current",,current
48.6794,-122.7147,c_165,"Lawrence Point, Orcas Island, 1.3 nmi NE of (depth 37 ft), Washington Current",,current
48.6263,-123.1092,c_166,"Limestone Point, Spieden Channel, Washington Current",,current
37.5833,-122.2,c_167,"Little Coyote Pt 3.1 mi ENE, South San Francisco Bay, California Current",,current
37.6500,-122.2166,c_168,"Little Coyote Pt 3.4 mi NNE, South San Francisco Bay, California Current",,current
37.5903,-122.2487,c_169,"Little Coyote Pt., 1.2 nmi NE of (depth 10 ft), San Francisco Bay, California Current",,current
37.5980,-122.2055,c_170,"Little Coyote Pt., 3.1 nmi ENE of (depth 4 ft), San Francisco Bay, California Current",,current
37.6238,-122.2313,c_171,"Little Coyote Pt., 3.4 nmi NNE of (depth 4 ft), San Francisco Bay, California Current",,current
33.7717,-118.21,t_198,"Long Beach, Inner Harbor, California",,tide
33.7500,-118.2333,t_199,"Long Beach, Middle Harbor, California",,tide
33.7583,-118.2066,t_200,"Long Beach, Outer Harbor, Pier A, California",,tide
33.7517,-118.227,t_201,"Long Beach, Terminal Island, California",,tide
48.4797,-122.8189,c_172,"Lopez Pass (depth 15 ft), Rosario Strait, Washington Current",,current
33.7199,-118.2729,t_202,"Los Angeles (outer harbor), California",,tide
33.7500,-118.2667,t_203,"Los Angeles Harbor, Mormon Island, California",,tide
33.7200,-118.2717,t_204,"Los Angeles, California",,tide
33.7167,-118.05,t_205,"Los Patos (highway bridge), California",,tide
40.8650,-124.148,t_206,"Mad River Slough, Arcata Bay, Humboldt Bay, California",,tide
48.2967,-124.672,t_207,"Makah Bay, Washington",,tide
38.0433,-121.918,t_208,"Mallard Island Ferry Wharf, Suisun Bay, California",,tide
35.9495,-121.4819,t_209,"Mansfield Cone, California",,tide
38.0700,-122.25,t_210,"Mare Island Naval Shipyard, Carquinez Strait, California",,tide
38.0742,-122.2428,c_173,"Mare Island Strait (Buoy 4) (depth 20 ft), Carquinez Strait, California Current",,current
38.0667,-122.25,c_174,"Mare Island Strait Entrance, San Pablo Bay, California Current",,current
38.0772,-122.2456,c_175,"Mare Island Strait, NE of Pier 34 (depth 6 ft), Carquinez Strait, California Current",,current
38.0833,-122.25,c_176,"Mare Island Strait, So Vallejo, San Pablo Bay, California Current",,current
48.1063,-122.6725,c_177,"Marrowstone Point, 0.8 mi NE of (depth 29 ft), Admiralty Inlet, Washington Current",,current
48.1167,-122.7,c_178,"Marrowstone Point, 1.1 mi northwest of, Admiralty Inlet, Washington Current",,current
48.0917,-122.69,t_211,"Marrowstone Point, Admiralty Inlet, Washington",,tide
48.1000,-122.6833,t_212,"Marrowstone Point, Washington",,tide
38.1617,-122.893,t_213,"Marshall, Tomales Bay, California",,tide
38.0287,-122.1487,c_179,"Martinez Marina, 0.50 nmi west of (depth 30 ft), Carquinez Strait, California Current",,current
38.0363,-122.1447,c_180,"Martinez Marina, 0.61 nmi NNW of (depth 23 ft), Carquinez Strait, California Current",,current
38.0330,-122.1497,c_181,"Martinez Marina, 0.65 nmi NW of (depth 20 ft), Carquinez Strait, California Current",,current
38.0346,-122.1252,t_214,"Martinez-Amorco Pier, California",,tide
48.7488,-122.8658,c_182,"Matia Island, 0.8 mi west of, Rosario Strait, Washington Current",,current
48.7500,-122.8667,c_183,"Matia Island, 0.8 mile West of, Washington Current",,current
48.7500,-122.8333,c_184,"Matia Island, 1.4 mile North of, Washington Current",,current
48.7722,-122.8495,c_185,"Matia Island, 1.4 miles north of, Washington Current",,current
48.7749,-122.841,c_186,"Matia Island, west of (depth 47 ft), Rosario Strait, Washington Current",,current
46.2395,-123.9153,c_187,"McGowan, SSW of (depth 14 ft), Washington Current",,current
38.1367,-121.907,t_215,"Meins Landing, Montezuma Slough, Suisun Bay, California",,tide
39.3000,-123.8,t_216,"Mendocino, Mendocino Bay, California",,tide
45.5500,-123.9,t_217,"Miami Cove, Tillamook Bay, Oregon",,tide
38.0575,-121.993,c_188,"Middle Point Lt., 0.18 nmi NNW of (depth 7 ft), Suisun Bay, California Current",,current
37.7953,-122.5113,c_189,"Mile Rock Lt., 0.2 nmi NW of (depth 15 ft), California Current",,current
32.7937,-117.2238,t_218,"Mission Bay, California",,tide
37.7733,-122.3683,c_190,"Mission Rock, 0.6 mi east of, San Francisco Bay, California Current",,current
37.7750,-122.3533,c_191,"Mission Rock, 1.3 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.7767,-122.3383,c_192,"Mission Rock, 2.0 mi east of, San Francisco Bay, California Current",,current
36.6050,-121.8881,t_219,"Monterey, Monterey Harbor, California",,tide
38.1333,-122.05,c_193,"Montezuma Slough 1 mi in W Entrance, Suisun Bay, California Current",,current
38.1867,-121.98,t_220,"Montezuma Slough Bridge, Suisun Bay, California",,tide
38.0833,-121.8833,c_194,"Montezuma Slough E end nr Brg, Suisun Bay, California Current",,current
38.0767,-121.885,t_221,"Montezuma Slough, Suisun Bay, California",,tide
38.0778,-121.8838,c_195,"Montezuma Slough, east end, near bridge (depth 6 ft), Suisun Bay, California Current",,current
35.3670,-120.85,t_222,"Morro Bay, California",,tide
35.4000,-120.8667,t_223,"Morro Beach, Estero Bay, California",,tide
36.8000,-121.7833,t_224,"Moss Landing, Ocean Pier, California (sub)",,tide
37.4933,-122.042,t_225,"Mowry Slough, San Francisco Bay, California",,tide
34.1000,-119.1,t_226,"Mugu Lagoon (ocean pier), California",,tide
37.6501,-122.2628,c_196,"Mulford Gardens Channel approach (depth 4 ft), San Francisco Bay, California Current",,current
48.0583,-122.692,t_227,"Mystery Bay, Marrowstone Island, Admiralty Inlet, Washington",,tide
48.0500,-122.6833,t_228,"Mystery Bay, Washington",,tide
46.5017,-124.023,t_229,"Nahcotta, Willapa Bay, Washington",,tide
46.5000,-124.0233,t_230,"Nahcotta, Willipa Bay, Washington",,tide
38.2983,-122.28,t_231,"Napa, Napa River, California",,tide
38.2983,-122.2833,t_232,"Napa, Napa River, Carquinez Strait, California",,tide
48.7667,-123.1,t_233,"Narvaez Bay, British Columbia",,tide
46.3883,-123.84,t_234,"Naselle River, 4 mi above swing bridge, Willapa Bay, Washington",,tide
46.4300,-123.903,t_235,"Naselle River, swing bridge, Willapa Bay, Washington",,tide
32.6650,-117.118,t_236,"National City, San Diego Bay, California",,tide
32.6500,-117.1167,c_197,"National City, San Diego Bay, California Current",,current
32.6622,-117.1255,c_198,"National City, WSW of Pier 12 (depth 32 ft), San Diego Bay, California Current",,current
48.3428,-122.6858,t_237,"Naval Air Station Whidbey Island, Washington",,tide
48.3703,-124.6019,t_238,"Neah Bay, Strait Of Juan De Fuca, Washington",,tide
48.3683,-124.6167,t_239,"Neah Bay, Washington",,tide
45.7100,-123.89,t_240,"Nehalem, Nehalem River, Oregon",,tide
45.1667,-123.9667,t_241,"Nestucca Bay entrance, Oregon",,tide
45.4300,-123.945,t_242,"Netarts, Netarts Bay, Oregon",,tide
48.2335,-123.1334,c_199,"New Dungeness Light, 2.8 mi NNW of (depth 52 ft), Washington Current",,current
48.2333,-123.1333,c_200,"New Dungeness Light, 2.8 miles NNW of, Washington Current",,current
48.2667,-123.05,c_201,"New Dungeness Light, 6 mi NNE of (depth 15 ft), Washington Current",,current
38.2267,-121.49,t_243,"New Hope Bridge, Mokelumne River, California",,tide
38.0325,-121.8691,c_202,"New York Slough, 0.6 mi E of Pt. Emmet (depth 5 ft), Suisun Bay, California Current",,current
38.0283,-121.8463,c_203,"New York Slough, Winter Island (depth 15 ft), Suisun Bay, California Current",,current
37.5133,-122.08,t_244,"Newark Slough, San Francisco Bay, California",,tide
33.6033,-117.8833,t_245,"Newport Bay Entrance, Corona del Mar, California",,tide
33.6033,-117.883,t_246,"Newport Beach, Newport Bay entrance, Corona del Mar, California",,tide
44.6333,-124.05,t_247,"Newport, Yaquina Bay and River, Oregon",,tide
40.7873,-124.1943,c_204,"North Bay Channel at Fairhaven (depth 13 ft), Humboldt Bay, California Current",,current
40.7962,-124.1873,c_205,"North Bay Channel at Samoa Channel (depth 15 ft), Humboldt Bay, California Current",,current
40.7775,-124.1966,c_206,"North Bay Channel, Chevron Pier (depth 15 ft), Humboldt Bay, California Current",,current
40.7871,-124.1927,c_207,"North Bay Channel, west of Eureka (depth 15 ft), Humboldt Bay, California Current",,current
45.7338,-123.8764,t_248,"North Fork, Nehalem River, Oregon",,tide
32.7130,-117.2128,c_208,"North Island (depth 14 ft), San Diego Bay, California Current",,current
37.8142,-122.407,c_209,"North Point, Pier 35, north of (depth 12 ft), San Francisco Bay, California Current",,current
37.8100,-122.4133,t_249,"North Point, Pier 41, San Francisco Bay, California",,tide
37.8100,-122.413,t_250,"North Point, Pier 41, San Francisco, San Francisco Bay, California",,tide
40.7663,-124.2172,t_251,"North Spit, Humboldt Bay, California",,tide
45.5700,-123.965,t_252,"North jetty, Tillamook Bay, Oregon",,tide
39.4258,-123.8051,t_253,"Noyo Harbor, Fort Bragg, California",,tide
39.4167,-123.8,t_254,"Noyo River, California",,tide
38.1833,-121.923,t_255,"Nurse Slough, Bradmoor Island, Suisun Bay, California",,tide
48.0167,-122.7167,t_256,"Oak Bay, Admiralty Inlet, Washington",,tide
37.7945,-122.3442,c_210,"Oakland 7th St. Marine, 0.6 nmi SSW of (depth 21 ft), California Current",,current
37.6667,-122.2166,c_211,"Oakland Airport SW, South San Francisco Bay, California Current",,current
37.7317,-122.208,t_257,"Oakland Airport, San Francisco Bay, California",,tide
37.6822,-122.2308,c_212,"Oakland Airport, southwest of (depth 3 ft), San Francisco Bay, California Current",,current
37.7950,-122.283,t_258,"Oakland Berth 67, San Francisco Bay, California",,tide
37.7667,-122.2166,c_213,"Oakland Harbor High Street Bridge, San Francisco Bay, California Current",,current
37.8000,-122.2666,c_214,"Oakland Harbor WebStreeter Street, San Francisco Bay, California Current",,current
37.7717,-122.235,t_259,"Oakland Harbor, Park Street Bridge, San Francisco Bay, California",,tide
37.7917,-122.2745,c_215,"Oakland Harbor, Webster Street, San Francisco Bay, California Current",,current
37.7950,-122.3183,c_216,"Oakland Inner Harbor Channel (depth 4 ft), San Francisco Bay, California Current",,current
37.8010,-122.3478,c_217,"Oakland Inner Harbor LB4 (depth 14 ft), San Francisco Bay, California Current",,current
37.7929,-122.2855,c_218,"Oakland Inner Harbor Reach (depth 4 ft), San Francisco Bay, California Current",,current
37.8017,-122.34,c_220,"Oakland Inner Harbor entrance (depth 8 ft), San Francisco Bay, California Current",,current
37.7950,-122.282,t_260,"Oakland Inner Harbor, San Francisco Bay, California",,tide
37.8050,-122.338,t_261,"Oakland Middle Harbor, San Francisco Bay, California",,tide
37.8000,-122.3333,c_221,"Oakland Outer Harbor Entrance, San Francisco Bay, California Current",,current
37.8082,-122.3443,c_222,"Oakland Outer Harbor entrance, LB 3 (depth 14 ft), San Francisco Bay, California Current",,current
37.7950,-122.33,t_262,"Oakland Pier, San Francisco Bay, California",,tide
37.8100,-122.327,t_263,"Oakland, Matson Wharf, San Francisco Bay, California",,tide
37.8098,-122.3507,c_223,"Oakland, Yerba Buena Island (depth 13 ft), San Francisco Bay, California Current",,current
48.6037,-122.8133,c_224,"Obstruction Pass Light, 0.4 mile NW of, Washington Current",,current
48.6033,-122.8127,c_225,"Obstruction Pass, north of Obstruction Island (depth 8 ft), Washington Current",,current
37.7667,-122.5167,t_264,"Ocean Beach, California",,tide
37.7750,-122.513,t_265,"Ocean Beach, outer coast, California",,tide
36.8017,-121.79,t_266,"Ocean Pier, Moss Landing, Monterey Bay, California",,tide
34.4692,-120.6819,t_267,"Oil Platform Harvest (Topex Project), California",,tide
48.6000,-122.95,t_268,"Orcas, Orcas Island, Washington",,tide
37.9383,-121.56,t_269,"Orwood, Old River, San Joaquin River, California",,tide
37.6500,-122.3166,c_226,"Oyster Point 2.8 mi E, South San Francisco Bay, California Current",,current
37.6650,-122.377,t_270,"Oyster Point Marina, San Francisco Bay, California",,tide
37.6650,-122.3233,c_227,"Oyster Point, 2.8 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
36.8133,-121.7583,t_271,"Pacific Mariculture Dock, Elkhorn Slough, California",,tide
36.8167,-121.7667,t_272,"Pacific Mariculture Dock, Elkhorn Slough, Monterey Bay, California (sub)",,tide
36.8133,-121.758,t_273,"Pacific Mariculture Dock, Monterey Bay, California",,tide
46.5867,-123.91,t_274,"Palix River, south fork, Willapa Bay, Washington",,tide
37.4500,-122.1,t_275,"Palo Alto Yacht Harbor, California",,tide
37.4583,-122.105,t_276,"Palo Alto Yacht Harbor, San Francisco Bay, California",,tide
46.4683,-123.945,t_277,"Paradise Point, Long Island, Willapa Bay, Washington",,tide
48.7330,-122.89,c_228,"Parker Reef Light, 0.5 mile north of, Washington Current",,current
48.7333,-122.8833,c_229,"Parker Reef Light, 1 mile North of, Washington Current",,current
48.7326,-122.8864,c_230,"Parker Reef Light, north of (depth 25 ft), Rosario Strait, Washington Current",,current
48.7888,-123.0033,c_231,"Patos Island Light, 1.4 miles west of, Washington Current",,current
48.7731,-123.0058,c_232,"Patos Island Light, 1.4 nmi west of (depth 46 ft), Rosario Strait, Washington Current",,current
48.7867,-122.97,t_278,"Patos Island Wharf, Boundary Pass, Washington",,tide
48.7833,-122.9667,t_279,"Patos Island Wharf, Washington",,tide
48.7721,-122.9337,c_233,"Patos Island, south of Toe Point (depth 14 ft), Rosario Strait, Washington Current",,current
48.6167,-122.7333,c_234,"Peapod Rocks Light, 1.2 mile South of, Washington Current",,current
48.6222,-122.7472,c_235,"Peapod Rocks Light, 1.2 miles south of, Washington Current",,current
48.6224,-122.7476,c_236,"Peapod Rocks Light, 1.2 nmi south of (depth 39 ft), Rosario Strait, Washington Current",,current
48.5113,-122.9528,c_237,"Pear Point, 1.1 miles east of, Washington Current",,current
48.5167,-122.95,c_238,"Pear Point, San Juan Island, 1.1 mile East of, Washington Current",,current
48.5114,-122.9529,c_239,"Pear Point, east of (depth 32 ft), San Juan Channel, Washington Current",,current
48.6000,-122.8,t_280,"Peavine Pass, Washington",,tide
48.5833,-122.8167,c_240,"Peavine Pass, West Entrance of, Washington Current",,current
48.5871,-122.8193,c_241,"Peavine Pass, west entrance (depth 9 ft), Rosario Strait, Washington Current",,current
48.5870,-122.82,c_242,"Peavine Pass, west entrance, Washington Current",,current
38.0500,-122.4166,c_243,"Petaluma River Approach #3/#4, San Pablo Bay, California Current",,current
38.0435,-122.4263,c_244,"Petaluma River approach (Buoys 3 and 4) (depth 2 ft), San Pablo Bay, California Current",,current
38.0700,-122.42,c_245,"Petaluma River approach (depth 4 ft), San Pablo Bay, California Current",,current
38.1105,-122.493,c_246,"Petaluma River entrance (depth 7 ft), San Pablo Bay, California Current",,current
38.1153,-122.5057,t_281,"Petaluma River entrance, San Pablo Bay, California",,tide
37.8053,-122.3973,c_247,"Pier 23 (depth 4 ft), San Francisco Bay, California Current",,current
38.1267,-122.1,t_282,"Pierce Harbor, Goodyear Slough, Suisun Bay, California",,tide
37.5025,-122.4822,t_283,"Pillar Point Harbor, Half Moon Bay, California",,tide
48.3000,-124.0374,c_248,"Pillar Point, 6 mi NNE of (depth 41 ft), Strait of Juan de Fuca, Washington Current",,current
48.2667,-124.0667,c_249,"Pillar Point, Washington Current",,current
38.0167,-122.3666,c_250,"Pinole Point 1.2 mi W, San Pablo Bay, California Current",,current
38.0080,-122.3897,c_251,"Pinole Point, 1.18 nmi west of (depth 19 ft), San Pablo Bay, California Current",,current
38.0308,-122.3772,c_252,"Pinole Point, 1.27 nmi NNW of (depth 5 ft), San Pablo Bay, California Current",,current
38.0338,-122.3792,c_253,"Pinole Point, 1.42 nmi NNW of (depth 21 ft), San Pablo Bay, California Current",,current
38.0267,-122.4247,c_254,"Pinole Point, 3.0 nmi WNW of (depth 8 ft), San Pablo Bay, California Current",,current
38.0150,-122.363,t_284,"Pinole Point, San Pablo Bay, California",,tide
38.0476,-122.3341,c_255,"Pinole Shoal (depth 3 ft), San Pablo Bay, California Current",,current
38.0367,-121.88,t_285,"Pittsburg, New York Slough, Suisun Bay, California",,tide
46.2278,-123.9675,c_256,"Point Adams, NNE of (depth 14 ft), Oregon Current",,current
46.2000,-123.95,t_286,"Point Adams, Oregon",,tide
38.9500,-123.7333,t_287,"Point Arena, California",,tide
34.5667,-120.6667,c_257,"Point Arguello, California Current",,current
37.7167,-122.3333,c_258,"Point Avisadero .3 mi E, South San Francisco Bay, California Current",,current
37.7167,-122.3,c_259,"Point Avisadero 2 mi E, South San Francisco Bay, California Current",,current
37.7300,-122.3483,c_260,"Point Avisadero, 0.3 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.7230,-122.3238,c_261,"Point Avisadero, 0.6 nmi ESE of (depth 21 ft), San Francisco Bay, California Current",,current
37.7300,-122.3367,c_262,"Point Avisadero, 1 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.7078,-122.3495,c_263,"Point Avisadero, 1.25 nmi SSE of (depth 20 ft), San Francisco Bay, California Current",,current
37.7317,-122.3133,c_264,"Point Avisadero, 2 mi east of (depth 6 ft), San Francisco Bay, California Current",,current
38.0422,-121.838,c_265,"Point Beenar, 0.7 nmi north of (depth 5 ft), San Joaquin River, California Current",,current
38.0325,-121.8355,c_266,"Point Beenar, 100 yd NE of (depth 14 ft), San Joaquin River, California Current",,current
37.8333,-122.4,c_267,"Point Blunt .8 mi SE, San Francisco Bay, California Current",,current
37.8467,-122.4167,c_268,"Point Blunt, Angel I., 0.25 mi S of (depth 8 ft), San Francisco Bay, California Current",,current
37.8455,-122.423,c_269,"Point Blunt, Angel I., 0.5 nmi SW of (depth 21 ft), San Francisco Bay, California Current",,current
37.8120,-122.5212,c_270,"Point Bonita Lt., 0.4 nmi SSE of (depth 43 ft), California Current",,current
37.8045,-122.6388,c_271,"Point Bonita Lt., 5.27 nmi WSW of (depth 39 ft), California Current",,current
37.8208,-122.5162,c_272,"Point Bonita, 0.8 nmi NE of (depth 22 ft), California Current",,current
37.8011,-122.5184,c_273,"Point Bonita, 0.95 nmi SSE of (depth 17 ft), California Current",,current
37.8012,-122.5188,c_274,"Point Bonita, 0.95 nmi. SSE of, California Current (22d)",,current
37.8183,-122.528,t_288,"Point Bonita, Bonita Cove, San Francisco Bay, California",,tide
46.9500,-124.128,t_289,"Point Brown, Grays Harbor, Washington",,tide
38.1000,-122.033,t_290,"Point Buckler, Suisun Bay, California",,tide
39.3500,-123.8333,c_275,"Point Cabrillo, California Current",,current
37.8167,-122.4333,c_276,"Point Cavallo 1.3 mi E, San Francisco Bay, California Current",,current
37.8317,-122.4433,c_277,"Point Cavallo, 1.3 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.9030,-122.4588,c_278,"Point Chauncey, 0.75 nmi NW of (depth 19 ft), San Francisco Bay, California Current",,current
37.9153,-122.4461,c_279,"Point Chauncey, 1.25 nmi north of (depth 5 ft), San Francisco Bay, California Current",,current
37.8908,-122.4188,c_280,"Point Chauncey, 1.3 mi east of (depth 7 ft), San Francisco Bay, California Current",,current
37.8917,-122.443,t_291,"Point Chauncey, San Francisco Bay, California",,tide
48.4181,-122.7812,c_281,"Point Colville, 1.4 nmi east of (depth 29 ft), Rosario Strait, Washington Current",,current
48.4125,-122.7403,c_282,"Point Colville, 3.0 nmi east of (depth 34 ft), Rosario Strait, Washington Current",,current
40.0000,-124.0667,c_283,"Point Delgada, California Current",,current
37.8178,-122.4967,c_284,"Point Diablo, 0.2 mi SE of, California Current",,current
48.6667,-123.0167,c_285,"Point Disney, 1.6 mile East of, Washington Current",,current
48.6728,-123.0062,c_286,"Point Disney, 1.6 miles east of, Washington Current",,current
46.2417,-123.8483,c_287,"Point Ellice, east of (depth 17 ft), Washington Current",,current
48.5567,-122.9985,c_288,"Point George, west of (depth 53 ft), San Juan Channel, Washington Current",,current
47.3033,-124.27,t_292,"Point Grenville, Washington",,tide
48.7320,-123.0253,c_289,"Point Hammond, 1.1 mi northwest of (depth 15 ft), Washington Current",,current
48.7333,-123.0333,c_290,"Point Hammond, 1.1 miles NW of, Washington Current",,current
48.1167,-122.7167,c_291,"Point Hudson, 0.5 mile E of, Washington Current",,current
48.1167,-122.7333,c_292,"Point Hudson, 0.5 mile east of, Washington Current",,current
37.8983,-122.32,t_293,"Point Isabel, San Francisco Bay, California",,tide
37.7717,-122.5355,c_293,"Point Lobos, 1.3 nmi SW of (depth 46 ft), California Current",,current
37.7875,-122.5887,c_294,"Point Lobos, 3.73 nmi W of (depth 46 ft), California Current",,current
37.7205,-122.5978,c_295,"Point Lobos, 5.47 nmi SW of (depth 39 ft), California Current",,current
32.6658,-117.2262,c_296,"Point Loma Light, 0.8 nmi east of (depth 15 ft), San Diego Bay, California Current",,current
32.6667,-117.2333,t_294,"Point Loma, California",,tide
48.7500,-122.7167,t_295,"Point Migley, Hale Passage, Washington",,tide
48.7500,-122.7166,t_296,"Point Migley, Washington",,tide
37.9583,-122.425,t_297,"Point Orient, San Francisco Bay, California",,tide
48.2333,-122.8667,c_297,"Point Partridge, 3.7 mi west of, Strait of Juan de Fuca, Washington Current",,current
48.2317,-122.765,t_298,"Point Partridge, Whidbey Island, Strait of Juan de Fuca, Washington",,tide
48.2333,-122.7667,t_299,"Point Partridge, Whidbey Island, Washington",,tide
35.6667,-121.3,c_298,"Point Piedras Blancas, California Current",,current
36.6333,-121.95,c_299,"Point Pinos, California Current",,current
37.9967,-122.975,t_300,"Point Reyes, California",,tide
37.9000,-122.4,c_300,"Point Richmond .5 mi W, San Francisco Bay, California Current",,current
37.9050,-122.4,c_301,"Point Richmond, 0.5 mi west of (depth 6 ft), San Francisco Bay, California Current",,current
37.9208,-122.3967,c_302,"Point Richmond, 0.8 nmi NNW of (depth 4 ft), San Francisco Bay, California Current",,current
48.9750,-123.083,t_301,"Point Roberts, Strait of Georgia, Washington",,tide
38.0643,-121.8337,c_303,"Point Sacramento, 0.2 nmi NE of (depth 4 ft), Sacramento River, California Current",,current
38.0667,-121.8333,c_304,"Point Sacramento, 0.3 mi NE of (depth 7 ft), Sacramento River, California Current",,current
37.6542,-122.3638,c_305,"Point San Bruno, 0.51 nmi east of (depth 10 ft), San Francisco Bay, California Current",,current
37.6500,-122.377,t_302,"Point San Bruno, San Francisco Bay, California",,tide
37.9667,-122.4333,c_306,"Point San Pablo Midchannel, San Pablo Bay, California Current",,current
37.9689,-122.4391,c_307,"Point San Pablo, midchannel (depth 11 ft), San Pablo Bay, California Current",,current
37.9797,-122.4367,c_308,"Point San Pedro, 0.55 nmi SE of (depth 20 ft), San Pablo Bay, California Current",,current
37.9933,-122.447,t_303,"Point San Pedro, San Pablo Bay, California",,tide
37.9500,-122.4333,c_309,"Point San Quentin 1.9 mi E, San Francisco Bay, California Current",,current
37.9412,-122.4617,c_310,"Point San Quentin, 0.82 nmi east of (depth 15 ft), San Francisco Bay, California Current",,current
37.9422,-122.4527,c_311,"Point San Quentin, 1.3 nmi east of (depth 23 ft), San Francisco Bay, California Current",,current
37.9500,-122.44,c_312,"Point San Quentin, 1.9 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.9450,-122.475,t_304,"Point San Quentin, San Francisco Bay, California",,tide
37.8738,-122.4028,c_313,"Point Simpson, Angel I., 1.05 nmi E of (depth 21 ft), California Current",,current
36.3000,-121.9167,c_314,"Point Sur, California Current",,current
48.1500,-122.75,c_315,"Point Wilson, 0.5 mi., northeast of, Washington Current",,current
48.1501,-122.7454,c_316,"Point Wilson, 0.6 mi NE of (depth 17 ft), Admiralty Inlet, Washington Current",,current
48.1500,-122.7333,c_317,"Point Wilson, 0.8 mi east of, Admiralty Inlet, Washington Current",,current
48.1667,-122.7667,c_318,"Point Wilson, 1.1 miles NW of, Washington Current",,current
48.1667,-122.7333,c_319,"Point Wilson, 1.4 miles northeast of, Washington Current",,current
48.1569,-122.726,c_320,"Point Wilson, 1.6 mi NE of (depth 21 ft), Admiralty Inlet, Washington Current",,current
48.1667,-122.7,c_321,"Point Wilson, 2.3 miles NE of, Washington Current",,current
48.1671,-122.7074,c_322,"Point Wilson, 2.7 mi NE of (depth 20 ft), Admiralty Inlet, Washington Current",,current
48.1250,-123.44,t_305,"Port Angeles, Strait Of Juan De Fuca, Washington",,tide
48.1167,-123.4333,t_306,"Port Angeles, Washington",,tide
38.0560,-122.0395,t_307,"Port Chicago, Suisun Bay, California",,tide
38.0567,-122.0383,t_308,"Port Chicago, Suisun Bay, California (2) (expired 1996-12-31)",,tide
34.1483,-119.203,t_309,"Port Hueneme, California",,tide
